Country,Year,Cumulative CO2 emissions
Africa,1983,11147629000
Africa,1984,11797883000
Africa,1985,12464539000
Africa,1986,13155209000
Africa,1987,13845972000
Africa,1988,14571979000
Africa,1989,15271158000
Africa,1990,15930455000
Africa,1991,16619409000
Africa,1992,17288016000
Africa,1993,17996757000
Africa,1994,18716221000
Africa,1995,19488104000
Africa,1996,20271436000
Africa,1997,21084041000
Africa,1998,21921886000
Africa,1999,22752297000
Africa,2000,23638700000
Africa,2001,24522700000
Africa,2002,25415258000
Africa,2003,26382428000
Africa,2004,27419066000
Africa,2005,28476426000
Africa,2006,29566573000
Africa,2007,30698858000
Africa,2008,31880034000
Africa,2009,33051814000
Africa,2010,34266563000
Africa,2011,35517870000
Africa,2012,36777406000
Africa,2013,38046300000
Africa,2014,39396390000
Africa,2015,40720146000
Africa,2016,42083607000
Africa,2017,43463094000
Africa,2018,44829508000
Africa,2019,46296998000
Africa,2020,47682888000
Africa,2021,49133683000
Asia (excl. China and India),1750,0
Asia (excl. China and India),1751,0
Asia (excl. China and India),1752,0
Asia (excl. China and India),1753,0
Asia (excl. China and India),1754,0
Asia (excl. China and India),1755,0
Asia (excl. China and India),1756,0
Asia (excl. China and India),1757,0
Asia (excl. China and India),1758,0
Asia (excl. China and India),1759,0
Asia (excl. China and India),1760,0
Asia (excl. China and India),1761,0
Asia (excl. China and India),1762,0
Asia (excl. China and India),1763,0
Asia (excl. China and India),1764,0
Asia (excl. China and India),1765,0
Asia (excl. China and India),1766,0
Asia (excl. China and India),1767,0
Asia (excl. China and India),1768,0
Asia (excl. China and India),1769,0
Asia (excl. China and India),1770,0
Asia (excl. China and India),1771,0
Asia (excl. China and India),1772,0
Asia (excl. China and India),1773,0
Asia (excl. China and India),1774,0
Asia (excl. China and India),1775,0
Asia (excl. China and India),1776,0
Asia (excl. China and India),1777,0
Asia (excl. China and India),1778,0
Asia (excl. China and India),1779,0
Asia (excl. China and India),1780,0
Asia (excl. China and India),1781,0
Asia (excl. China and India),1782,0
Asia (excl. China and India),1783,0
Asia (excl. China and India),1784,0
Asia (excl. China and India),1785,0
Asia (excl. China and India),1786,0
Asia (excl. China and India),1787,0
Asia (excl. China and India),1788,0
Asia (excl. China and India),1789,0
Asia (excl. China and India),1790,0
Asia (excl. China and India),1791,0
Asia (excl. China and India),1792,0
Asia (excl. China and India),1793,0
Asia (excl. China and India),1794,0
Asia (excl. China and India),1795,0
Asia (excl. China and India),1796,0
Asia (excl. China and India),1797,0
Asia (excl. China and India),1798,0
Asia (excl. China and India),1799,0
Asia (excl. China and India),1800,0
Asia (excl. China and India),1801,0
Asia (excl. China and India),1802,0
Asia (excl. China and India),1803,0
Asia (excl. China and India),1804,0
Asia (excl. China and India),1805,0
Asia (excl. China and India),1806,0
Asia (excl. China and India),1807,0
Asia (excl. China and India),1808,0
Asia (excl. China and India),1809,0
Asia (excl. China and India),1810,0
Asia (excl. China and India),1811,0
Asia (excl. China and India),1812,0
Asia (excl. China and India),1813,0
Asia (excl. China and India),1814,0
Asia (excl. China and India),1815,0
Asia (excl. China and India),1816,0
Asia (excl. China and India),1817,0
Asia (excl. China and India),1818,0
Asia (excl. China and India),1819,0
Asia (excl. China and India),1820,0
Asia (excl. China and India),1821,0
Asia (excl. China and India),1822,0
Asia (excl. China and India),1823,0
Asia (excl. China and India),1824,0
Asia (excl. China and India),1825,0
Asia (excl. China and India),1826,0
Asia (excl. China and India),1827,0
Asia (excl. China and India),1828,0
Asia (excl. China and India),1829,0
Asia (excl. China and India),1830,2371
Asia (excl. China and India),1831,5217
Asia (excl. China and India),1832,7113
Asia (excl. China and India),1833,9484
Asia (excl. China and India),1834,9484
Asia (excl. China and India),1835,9484
Asia (excl. China and India),1836,9484
Asia (excl. China and India),1837,9484
Asia (excl. China and India),1838,9484
Asia (excl. China and India),1839,9484
Asia (excl. China and India),1840,9484
Asia (excl. China and India),1841,9484
Asia (excl. China and India),1842,9484
Asia (excl. China and India),1843,9484
Asia (excl. China and India),1844,9484
Asia (excl. China and India),1845,9484
Asia (excl. China and India),1846,9484
Asia (excl. China and India),1847,9484
Asia (excl. China and India),1848,9484
Asia (excl. China and India),1849,9484
Asia (excl. China and India),1850,24191
Asia (excl. China and India),1851,24191
Asia (excl. China and India),1852,24191
Asia (excl. China and India),1853,24191
Asia (excl. China and India),1854,24191
Asia (excl. China and India),1855,68786
Asia (excl. China and India),1856,68786
Asia (excl. China and India),1857,68786
Asia (excl. China and India),1858,131409
Asia (excl. China and India),1859,197827
Asia (excl. China and India),1860,285594
Asia (excl. China and India),1861,397082
Asia (excl. China and India),1862,497657
Asia (excl. China and India),1863,602978
Asia (excl. China and India),1864,721107
Asia (excl. China and India),1865,984240
Asia (excl. China and India),1866,1549846
Asia (excl. China and India),1867,2186434
Asia (excl. China and India),1868,2713926
Asia (excl. China and India),1869,3461797
Asia (excl. China and India),1870,4139124
Asia (excl. China and India),1871,5039616
Asia (excl. China and India),1872,6013092
Asia (excl. China and India),1873,6943874
Asia (excl. China and India),1874,8578388
Asia (excl. China and India),1875,11281432
Asia (excl. China and India),1876,14091019
Asia (excl. China and India),1877,16982476
Asia (excl. China and India),1878,20675328
Asia (excl. China and India),1879,24664034
Asia (excl. China and India),1880,28968416
Asia (excl. China and India),1881,33479500
Asia (excl. China and India),1882,38162196
Asia (excl. China and India),1883,43328556
Asia (excl. China and India),1884,48790170
Asia (excl. China and India),1885,54869944
Asia (excl. China and India),1886,61212570
Asia (excl. China and India),1887,68684820
Asia (excl. China and India),1888,76993816
Asia (excl. China and India),1889,86756210
Asia (excl. China and India),1890,97413080
Asia (excl. China and India),1891,109846456
Asia (excl. China and India),1892,122876420
Asia (excl. China and India),1893,137750140
Asia (excl. China and India),1894,154885360
Asia (excl. China and India),1895,174159420
Asia (excl. China and India),1896,194586110
Asia (excl. China and India),1897,216825310
Asia (excl. China and India),1898,244194860
Asia (excl. China and India),1899,272794900
Asia (excl. China and India),1900,304874500
Asia (excl. China and India),1901,342064700
Asia (excl. China and India),1902,379961250
Asia (excl. China and India),1903,420226600
Asia (excl. China and India),1904,465578700
Asia (excl. China and India),1905,511656100
Asia (excl. China and India),1906,562394430
Asia (excl. China and India),1907,617931700
Asia (excl. China and India),1908,676279550
Asia (excl. China and India),1909,737097200
Asia (excl. China and India),1910,799383940
Asia (excl. China and India),1911,867735740
Asia (excl. China and India),1912,941965060
Asia (excl. China and India),1913,1023615550
Asia (excl. China and India),1914,1108077200
Asia (excl. China and India),1915,1186177000
Asia (excl. China and India),1916,1272433300
Asia (excl. China and India),1917,1367388400
Asia (excl. China and India),1918,1460160500
Asia (excl. China and India),1919,1562750200
Asia (excl. China and India),1920,1663035100
Asia (excl. China and India),1921,1758566800
Asia (excl. China and India),1922,1862973700
Asia (excl. China and India),1923,1977697900
Asia (excl. China and India),1924,2101508500
Asia (excl. China and India),1925,2230918100
Asia (excl. China and India),1926,2366136000
Asia (excl. China and India),1927,2515250000
Asia (excl. China and India),1928,2675996000
Asia (excl. China and India),1929,2844369000
Asia (excl. China and India),1930,3010354700
Asia (excl. China and India),1931,3168300500
Asia (excl. China and India),1932,3330693600
Asia (excl. China and India),1933,3514206500
Asia (excl. China and India),1934,3721854700
Asia (excl. China and India),1935,3945116000
Asia (excl. China and India),1936,4193141000
Asia (excl. China and India),1937,4462630400
Asia (excl. China and India),1938,4745645000
Asia (excl. China and India),1939,5040784000
Asia (excl. China and India),1940,5369521700
Asia (excl. China and India),1941,5680382500
Asia (excl. China and India),1942,5946653700
Asia (excl. China and India),1943,6231140400
Asia (excl. China and India),1944,6521031700
Asia (excl. China and India),1945,6740394500
Asia (excl. China and India),1946,6967717000
Asia (excl. China and India),1947,7253136000
Asia (excl. China and India),1948,7545556000
Asia (excl. China and India),1949,7885885400
Asia (excl. China and India),1950,8221124000
Asia (excl. China and India),1951,8510032400
Asia (excl. China and India),1952,8819305000
Asia (excl. China and India),1953,9157070000
Asia (excl. China and India),1954,9515814000
Asia (excl. China and India),1955,9921291000
Asia (excl. China and India),1956,10373090000
Asia (excl. China and India),1957,10869200000
Asia (excl. China and India),1958,11386689000
Asia (excl. China and India),1959,11938707000
Asia (excl. China and India),1960,12566989000
Asia (excl. China and India),1961,13269210000
Asia (excl. China and India),1962,14019299000
Asia (excl. China and India),1963,14842886000
Asia (excl. China and India),1964,15749823000
Asia (excl. China and India),1965,16745318000
Asia (excl. China and India),1966,17833128000
Asia (excl. China and India),1967,19037958000
Asia (excl. China and India),1968,20383850000
Asia (excl. China and India),1969,21887662000
Asia (excl. China and India),1970,23594093000
Asia (excl. China and India),1971,25443359000
Asia (excl. China and India),1972,27392084000
Asia (excl. China and India),1973,29526436000
Asia (excl. China and India),1974,31693870000
Asia (excl. China and India),1975,33853254000
Asia (excl. China and India),1976,36183830000
Asia (excl. China and India),1977,38630453000
Asia (excl. China and India),1978,41102080000
Asia (excl. China and India),1979,43701320000
Asia (excl. China and India),1980,46311064000
Asia (excl. China and India),1981,48889106000
Asia (excl. China and India),1982,51476280000
Asia (excl. China and India),1983,54131036000
Asia (excl. China and India),1984,56900006000
Asia (excl. China and India),1985,59770933000
Asia (excl. China and India),1986,62733180000
Asia (excl. China and India),1987,65752240000
Asia (excl. China and India),1988,69029160000
Asia (excl. China and India),1989,72435320000
Asia (excl. China and India),1990,75983690000
Asia (excl. China and India),1991,80176930000
Asia (excl. China and India),1992,84047660000
Asia (excl. China and India),1993,88037960000
Asia (excl. China and India),1994,92142330000
Asia (excl. China and India),1995,96264765000
Asia (excl. China and India),1996,1.00509E+11
Asia (excl. China and India),1997,1.04828E+11
Asia (excl. China and India),1998,1.0901E+11
Asia (excl. China and India),1999,1.13387E+11
Asia (excl. China and India),2000,1.18065E+11
Asia (excl. China and India),2001,1.22815E+11
Asia (excl. China and India),2002,1.27692E+11
Asia (excl. China and India),2003,1.32799E+11
Asia (excl. China and India),2004,1.38133E+11
Asia (excl. China and India),2005,1.43597E+11
Asia (excl. China and India),2006,1.49217E+11
Asia (excl. China and India),2007,1.54958E+11
Asia (excl. China and India),2008,1.6082E+11
Asia (excl. China and India),2009,1.66691E+11
Asia (excl. China and India),2010,1.72934E+11
Asia (excl. China and India),2011,1.7938E+11
Asia (excl. China and India),2012,1.86105E+11
Asia (excl. China and India),2013,1.92832E+11
Asia (excl. China and India),2014,1.99714E+11
Asia (excl. China and India),2015,2.06784E+11
Asia (excl. China and India),2016,2.13939E+11
Asia (excl. China and India),2017,2.21332E+11
Asia (excl. China and India),2018,2.28816E+11
Asia (excl. China and India),2019,2.36343E+11
Asia (excl. China and India),2020,2.43631E+11
Asia (excl. China and India),2021,2.51138E+11
Bangladesh,1750,0
Bangladesh,1751,0
Bangladesh,1752,0
Bangladesh,1753,0
Bangladesh,1754,0
Bangladesh,1755,0
Bangladesh,1756,0
Bangladesh,1757,0
Bangladesh,1758,0
Bangladesh,1759,0
Bangladesh,1760,0
Bangladesh,1761,0
Bangladesh,1762,0
Bangladesh,1763,0
Bangladesh,1764,0
Bangladesh,1765,0
Bangladesh,1766,0
Bangladesh,1767,0
Bangladesh,1768,0
Bangladesh,1769,0
Bangladesh,1770,0
Bangladesh,1771,0
Bangladesh,1772,0
Bangladesh,1773,0
Bangladesh,1774,0
Bangladesh,1775,0
Bangladesh,1776,0
Bangladesh,1777,0
Bangladesh,1778,0
Bangladesh,1779,0
Bangladesh,1780,0
Bangladesh,1781,0
Bangladesh,1782,0
Bangladesh,1783,0
Bangladesh,1784,0
Bangladesh,1785,0
Bangladesh,1786,0
Bangladesh,1787,0
Bangladesh,1788,0
Bangladesh,1789,0
Bangladesh,1790,0
Bangladesh,1791,0
Bangladesh,1792,0
Bangladesh,1793,0
Bangladesh,1794,0
Bangladesh,1795,0
Bangladesh,1796,0
Bangladesh,1797,0
Bangladesh,1798,0
Bangladesh,1799,0
Bangladesh,1800,0
Bangladesh,1801,0
Bangladesh,1802,0
Bangladesh,1803,0
Bangladesh,1804,0
Bangladesh,1805,0
Bangladesh,1806,0
Bangladesh,1807,0
Bangladesh,1808,0
Bangladesh,1809,0
Bangladesh,1810,0
Bangladesh,1811,0
Bangladesh,1812,0
Bangladesh,1813,0
Bangladesh,1814,0
Bangladesh,1815,0
Bangladesh,1816,0
Bangladesh,1817,0
Bangladesh,1818,0
Bangladesh,1819,0
Bangladesh,1820,0
Bangladesh,1821,0
Bangladesh,1822,0
Bangladesh,1823,0
Bangladesh,1824,0
Bangladesh,1825,0
Bangladesh,1826,0
Bangladesh,1827,0
Bangladesh,1828,0
Bangladesh,1829,0
Bangladesh,1830,0
Bangladesh,1831,0
Bangladesh,1832,0
Bangladesh,1833,0
Bangladesh,1834,0
Bangladesh,1835,0
Bangladesh,1836,0
Bangladesh,1837,0
Bangladesh,1838,0
Bangladesh,1839,0
Bangladesh,1840,0
Bangladesh,1841,0
Bangladesh,1842,0
Bangladesh,1843,0
Bangladesh,1844,0
Bangladesh,1845,0
Bangladesh,1846,0
Bangladesh,1847,0
Bangladesh,1848,0
Bangladesh,1849,0
Bangladesh,1850,0
Bangladesh,1851,0
Bangladesh,1852,0
Bangladesh,1853,0
Bangladesh,1854,0
Bangladesh,1855,0
Bangladesh,1856,0
Bangladesh,1857,0
Bangladesh,1858,0
Bangladesh,1859,0
Bangladesh,1860,0
Bangladesh,1861,0
Bangladesh,1862,0
Bangladesh,1863,0
Bangladesh,1864,0
Bangladesh,1865,0
Bangladesh,1866,0
Bangladesh,1867,0
Bangladesh,1868,0
Bangladesh,1869,0
Bangladesh,1870,0
Bangladesh,1871,0
Bangladesh,1872,0
Bangladesh,1873,0
Bangladesh,1874,0
Bangladesh,1875,0
Bangladesh,1876,0
Bangladesh,1877,0
Bangladesh,1878,0
Bangladesh,1879,0
Bangladesh,1880,0
Bangladesh,1881,0
Bangladesh,1882,0
Bangladesh,1883,0
Bangladesh,1884,0
Bangladesh,1885,0
Bangladesh,1886,0
Bangladesh,1887,0
Bangladesh,1888,0
Bangladesh,1889,0
Bangladesh,1890,0
Bangladesh,1891,0
Bangladesh,1892,0
Bangladesh,1893,0
Bangladesh,1894,0
Bangladesh,1895,0
Bangladesh,1896,0
Bangladesh,1897,0
Bangladesh,1898,0
Bangladesh,1899,0
Bangladesh,1900,0
Bangladesh,1901,0
Bangladesh,1902,0
Bangladesh,1903,0
Bangladesh,1904,0
Bangladesh,1905,0
Bangladesh,1906,0
Bangladesh,1907,0
Bangladesh,1908,0
Bangladesh,1909,0
Bangladesh,1910,0
Bangladesh,1911,0
Bangladesh,1912,0
Bangladesh,1913,0
Bangladesh,1914,0
Bangladesh,1915,0
Bangladesh,1916,0
Bangladesh,1917,0
Bangladesh,1918,0
Bangladesh,1919,0
Bangladesh,1920,0
Bangladesh,1921,0
Bangladesh,1922,0
Bangladesh,1923,0
Bangladesh,1924,0
Bangladesh,1925,0
Bangladesh,1926,0
Bangladesh,1927,0
Bangladesh,1928,0
Bangladesh,1929,0
Bangladesh,1930,0
Bangladesh,1931,0
Bangladesh,1932,0
Bangladesh,1933,0
Bangladesh,1934,0
Bangladesh,1935,0
Bangladesh,1936,0
Bangladesh,1937,0
Bangladesh,1938,0
Bangladesh,1939,0
Bangladesh,1940,0
Bangladesh,1941,0
Bangladesh,1942,0
Bangladesh,1943,0
Bangladesh,1944,0
Bangladesh,1945,0
Bangladesh,1946,117474
Bangladesh,1947,238959
Bangladesh,1948,373036
Bangladesh,1949,563269
Bangladesh,1950,1556337
Bangladesh,1951,2782630
Bangladesh,1952,4077687
Bangladesh,1953,5395664
Bangladesh,1954,6734268
Bangladesh,1955,8113559
Bangladesh,1956,9747850
Bangladesh,1957,11436569
Bangladesh,1958,13332730
Bangladesh,1959,15172737
Bangladesh,1960,17384642
Bangladesh,1961,19675052
Bangladesh,1962,22191808
Bangladesh,1963,25085050
Bangladesh,1964,28059662
Bangladesh,1965,31180968
Bangladesh,1966,34357280
Bangladesh,1967,37728424
Bangladesh,1968,41594090
Bangladesh,1969,45343416
Bangladesh,1970,49146612
Bangladesh,1971,52752444
Bangladesh,1972,56258364
Bangladesh,1973,60808060
Bangladesh,1974,65461144
Bangladesh,1975,70317864
Bangladesh,1976,75873660
Bangladesh,1977,81658420
Bangladesh,1978,87642840
Bangladesh,1979,94255490
Bangladesh,1980,101852700
Bangladesh,1981,109738850
Bangladesh,1982,118291140
Bangladesh,1983,126479416
Bangladesh,1984,135556580
Bangladesh,1985,145745730
Bangladesh,1986,157151540
Bangladesh,1987,168951260
Bangladesh,1988,182429710
Bangladesh,1989,195812080
Bangladesh,1990,209893660
Bangladesh,1991,224635650
Bangladesh,1992,240015550
Bangladesh,1993,256078450
Bangladesh,1994,273616480
Bangladesh,1995,294658180
Bangladesh,1996,316151000
Bangladesh,1997,339276860
Bangladesh,1998,362474660
Bangladesh,1999,387549660
Bangladesh,2000,414074270
Bangladesh,2001,445109200
Bangladesh,2002,477090430
Bangladesh,2003,510549700
Bangladesh,2004,546495100
Bangladesh,2005,584171700
Bangladesh,2006,625860860
Bangladesh,2007,668503000
Bangladesh,2008,713803900
Bangladesh,2009,762951940
Bangladesh,2010,816943500
Bangladesh,2011,873499840
Bangladesh,2012,934207700
Bangladesh,2013,996006660
Bangladesh,2014,1062015600
Bangladesh,2015,1135173100
Bangladesh,2016,1211366800
Bangladesh,2017,1292097900
Bangladesh,2018,1374591600
Bangladesh,2019,1466249000
Bangladesh,2020,1557074300
Bangladesh,2021,1650250200
China,1750,0
China,1751,0
China,1752,0
China,1753,0
China,1754,0
China,1755,0
China,1756,0
China,1757,0
China,1758,0
China,1759,0
China,1760,0
China,1761,0
China,1762,0
China,1763,0
China,1764,0
China,1765,0
China,1766,0
China,1767,0
China,1768,0
China,1769,0
China,1770,0
China,1771,0
China,1772,0
China,1773,0
China,1774,0
China,1775,0
China,1776,0
China,1777,0
China,1778,0
China,1779,0
China,1780,0
China,1781,0
China,1782,0
China,1783,0
China,1784,0
China,1785,0
China,1786,0
China,1787,0
China,1788,0
China,1789,0
China,1790,0
China,1791,0
China,1792,0
China,1793,0
China,1794,0
China,1795,0
China,1796,0
China,1797,0
China,1798,0
China,1799,0
China,1800,0
China,1801,0
China,1802,0
China,1803,0
China,1804,0
China,1805,0
China,1806,0
China,1807,0
China,1808,0
China,1809,0
China,1810,0
China,1811,0
China,1812,0
China,1813,0
China,1814,0
China,1815,0
China,1816,0
China,1817,0
China,1818,0
China,1819,0
China,1820,0
China,1821,0
China,1822,0
China,1823,0
China,1824,0
China,1825,0
China,1826,0
China,1827,0
China,1828,0
China,1829,0
China,1830,0
China,1831,0
China,1832,0
China,1833,0
China,1834,0
China,1835,0
China,1836,0
China,1837,0
China,1838,0
China,1839,0
China,1840,0
China,1841,0
China,1842,0
China,1843,0
China,1844,0
China,1845,0
China,1846,0
China,1847,0
China,1848,0
China,1849,0
China,1850,0
China,1851,0
China,1852,0
China,1853,0
China,1854,0
China,1855,0
China,1856,0
China,1857,0
China,1858,0
China,1859,0
China,1860,0
China,1861,0
China,1862,0
China,1863,0
China,1864,0
China,1865,0
China,1866,0
China,1867,0
China,1868,0
China,1869,0
China,1870,0
China,1871,0
China,1872,0
China,1873,0
China,1874,0
China,1875,0
China,1876,0
China,1877,0
China,1878,0
China,1879,0
China,1880,0
China,1881,0
China,1882,0
China,1883,0
China,1884,0
China,1885,0
China,1886,0
China,1887,0
China,1888,0
China,1889,0
China,1890,0
China,1891,0
China,1892,0
China,1893,0
China,1894,0
China,1895,0
China,1896,0
China,1897,0
China,1898,0
China,1899,0
China,1900,0
China,1901,0
China,1902,0
China,1903,0
China,1904,0
China,1905,0
China,1906,0
China,1907,19893872
China,1908,42629730
China,1909,66881304
China,1910,91890740
China,1911,116521250
China,1912,133550400
China,1913,157801980
China,1914,184520380
China,1915,209940980
China,1916,240071660
China,1917,272095100
China,1918,306843070
China,1919,344840400
China,1920,385118820
China,1921,423881570
China,1922,463853100
China,1923,510370620
China,1924,559216700
China,1925,605171600
China,1926,648831740
China,1927,694640300
China,1928,742231740
China,1929,790513600
China,1930,840072060
China,1931,891976700
China,1932,942245800
China,1933,996357000
China,1934,1058739650
China,1935,1131385600
China,1936,1206862800
China,1937,1277831600
China,1938,1339197000
China,1939,1413624000
China,1940,1504414600
China,1941,1618393100
China,1942,1746006500
China,1943,1855001100
China,1944,1958004600
China,1945,2013896800
China,1946,2050003800
China,1947,2091840000
China,1948,2130240100
China,1949,2192321300
China,1950,2271156500
China,1951,2373271800
China,1952,2501271000
China,1953,2635053800
China,1954,2795931400
China,1955,2986452700
China,1956,3202276900
China,1957,3458061800
China,1958,3982678800
China,1959,4702830600
China,1960,5501630500
China,1961,6072260600
China,1962,6531878400
China,1963,6988658000
China,1964,7449295000
China,1965,7949581300
China,1966,8499041000
China,1967,8959267000
China,1968,9454773000
China,1969,10062457000
China,1970,10870409000
China,1971,11779619000
China,1972,12748264000
China,1973,13756557000
China,1974,14784657000
China,1975,15967872000
China,1976,17194293000
China,1977,18535125000
China,1978,20027902000
China,1979,21553564000
China,1980,23048059000
China,1981,24524546000
China,1982,26131132000
China,1983,27825349000
China,1984,29670177000
China,1985,31668260000
China,1986,33772472000
China,1987,36030210000
China,1988,38456107000
China,1989,40919760000
China,1990,43404616000
China,1991,46010712000
China,1992,48741500000
China,1993,51663150000
China,1994,54763150000
China,1995,58121060000
China,1996,61624295000
China,1997,65134460000
China,1998,68494918000
China,1999,72047760000
China,2000,75692220000
China,2001,79415950000
China,2002,83528420000
China,2003,88355860000
China,2004,93579620000
China,2005,99456170000
China,2006,1.05945E+11
China,2007,1.12924E+11
China,2008,1.2042E+11
China,2009,1.28307E+11
China,2010,1.36924E+11
China,2011,1.46452E+11
China,2012,1.56231E+11
China,2013,1.66188E+11
China,2014,1.76186E+11
China,2015,1.86053E+11
China,2016,1.95818E+11
China,2017,2.05829E+11
China,2018,2.16183E+11
China,2019,2.26924E+11
China,2020,2.3788E+11
China,2021,2.49353E+11
European Union (27),1750,0
European Union (27),1751,0
European Union (27),1752,0
European Union (27),1753,0
European Union (27),1754,0
European Union (27),1755,0
European Union (27),1756,0
European Union (27),1757,0
European Union (27),1758,0
European Union (27),1759,0
European Union (27),1760,0
European Union (27),1761,0
European Union (27),1762,0
European Union (27),1763,0
European Union (27),1764,0
European Union (27),1765,0
European Union (27),1766,0
European Union (27),1767,0
European Union (27),1768,0
European Union (27),1769,0
European Union (27),1770,0
European Union (27),1771,0
European Union (27),1772,0
European Union (27),1773,0
European Union (27),1774,0
European Union (27),1775,0
European Union (27),1776,0
European Union (27),1777,0
European Union (27),1778,0
European Union (27),1779,0
European Union (27),1780,0
European Union (27),1781,0
European Union (27),1782,0
European Union (27),1783,0
European Union (27),1784,0
European Union (27),1785,0
European Union (27),1786,0
European Union (27),1787,0
European Union (27),1788,0
European Union (27),1789,0
European Union (27),1790,0
European Union (27),1791,0
European Union (27),1792,468992
European Union (27),1793,948976
European Union (27),1794,1392320
European Union (27),1795,1839328
European Union (27),1796,2374272
European Union (27),1797,2923872
European Union (27),1798,3499120
European Union (27),1799,4125664
European Union (27),1800,5327456
